item,canonical_model,subjective_rank,subjective_worth,benchmark_category,dataset,score_mean,objective_rank,subjective_label,objective_source
hierspeech,hierspeech,11,-0.754505234743026,GENERIC,hierspeech/v1.1/eng,91.42769746866637,9.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,12,-0.787962267314379,GENERIC,styletts2/default/eng,82.91487010266614,17.0,sim,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,13,-0.827690328166699,GENERIC,tortoise/default/eng,88.63055453666085,14.0,sim,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,14,-0.944343404792295,GENERIC,vevo/vevo1.5/eng,93.0224715444997,6.0,sim,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,15,-1.17557209871395,GENERIC,metavoice/default/eng,91.39025044634464,10.0,sim,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,16,-1.28878163920876,GENERIC,xtts/v2/eng,91.62612479326437,8.0,sim,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,17,-1.35491983218282,GENERIC,whisperspeech/small/eng,86.99263230036199,15.0,sim,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,18,-1.53361547255085,GENERIC,openvoice/default/eng,81.28981284468459,18.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,1,2.44697819734404,GENERIC,styletts2/default/eng,82.91487010266614,17.0,intel,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,2,2.33973696175463,GENERIC,fish-speech/s1-mini/eng,84.98261091699253,16.0,intel,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,3,2.23589580650502,GENERIC,openvoice/default/eng,81.28981284468459,18.0,intel,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,GENERIC,qwen3-tts/1.7b-base/eng,90.97194291450025,11.0,intel,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,5,1.93963770677368,GENERIC,tortoise/default/eng,88.63055453666085,14.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,6,1.9212030193773,GENERIC,indextts/default/eng,91.87587858800627,7.0,intel,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,7,1.46426118294162,GENERIC,f5-tts/v1/eng,89.84769506228069,13.0,intel,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,8,1.20841567669501,GENERIC,whisperspeech/small/eng,86.99263230036199,15.0,intel,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,9,0.92878102689503,GENERIC,vibevoice/default/eng,94.6116582161063,5.0,intel,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,10,0.48960136589781,GENERIC,xtts/v2/eng,91.62612479326437,8.0,intel,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,11,0.198223341447589,GENERIC,e2-tts/default/eng,94.74177806476835,4.0,intel,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,12,0.0818880149053242,GENERIC,hierspeech/v1.1/eng,91.42769746866637,9.0,intel,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,13,0.029618680831655,GENERIC,vevo/vevo1.5/eng,93.0224715444997,6.0,intel,aggregated_results_sap__sap_readable_01.csv
recording,recording,14,0.0,GENERIC,recording/default/eng,98.31726432678845,1.0,intel,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,15,-0.0537024851800524,GENERIC,maskgct/default/eng,96.18970464285375,2.0,intel,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,GENERIC,gpt-sovits/v4/eng,90.43414562548428,12.0,intel,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,17,-0.653807459549089,GENERIC,voicecraft/giga830m_tts_enhanced/eng,95.22617301015612,3.0,intel,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,18,-1.07553475807921,GENERIC,metavoice/default/eng,91.39025044634464,10.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,1,0.962534929784353,INTELLIGIBILITY,indextts/default/eng,83.40583309170361,7.0,sim,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,82.52324834430382,10.0,sim,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,3,0.67182568139416,INTELLIGIBILITY,e2-tts/default/eng,87.7636584947816,3.0,sim,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,4,0.355839445079671,INTELLIGIBILITY,fish-speech/s1-mini/eng,71.93968059326593,15.0,sim,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,5,0.181825571787109,INTELLIGIBILITY,f5-tts/v1/eng,81.49932552381566,12.0,sim,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,6,0.140665032548458,INTELLIGIBILITY,maskgct/default/eng,88.412212206602,2.0,sim,aggregated_results_sap__sap_readable_01.csv
recording,recording,7,0.0,INTELLIGIBILITY,recording/default/eng,89.28258889136256,1.0,sim,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,8,-0.419851736565557,INTELLIGIBILITY,vibevoice/default/eng,83.8791596586276,6.0,sim,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,9,-0.576927185670687,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,82.8978769863587,9.0,sim,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,INTELLIGIBILITY,gpt-sovits/v4/eng,82.059080507315,11.0,sim,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,11,-0.754505234743026,INTELLIGIBILITY,hierspeech/v1.1/eng,87.0666278633543,4.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,12,-0.787962267314379,INTELLIGIBILITY,styletts2/default/eng,75.73459910253698,13.0,sim,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,13,-0.827690328166699,INTELLIGIBILITY,tortoise/default/eng,75.02180429603332,14.0,sim,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,14,-0.944343404792295,INTELLIGIBILITY,vevo/vevo1.5/eng,82.97639213185448,8.0,sim,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,15,-1.17557209871395,INTELLIGIBILITY,metavoice/default/eng,65.40347258643641,16.0,sim,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,16,-1.28878163920876,INTELLIGIBILITY,xtts/v2/eng,84.35934561208853,5.0,sim,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,17,-1.35491983218282,INTELLIGIBILITY,whisperspeech/small/eng,64.77963443738156,17.0,sim,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,18,-1.53361547255085,INTELLIGIBILITY,openvoice/default/eng,63.79574573005912,18.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,1,2.44697819734404,INTELLIGIBILITY,styletts2/default/eng,75.73459910253698,13.0,intel,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,2,2.33973696175463,INTELLIGIBILITY,fish-speech/s1-mini/eng,71.93968059326593,15.0,intel,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,3,2.23589580650502,INTELLIGIBILITY,openvoice/default/eng,63.79574573005912,18.0,intel,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,82.52324834430382,10.0,intel,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,5,1.93963770677368,INTELLIGIBILITY,tortoise/default/eng,75.02180429603332,14.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,6,1.9212030193773,INTELLIGIBILITY,indextts/default/eng,83.40583309170361,7.0,intel,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,7,1.46426118294162,INTELLIGIBILITY,f5-tts/v1/eng,81.49932552381566,12.0,intel,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,8,1.20841567669501,INTELLIGIBILITY,whisperspeech/small/eng,64.77963443738156,17.0,intel,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,9,0.92878102689503,INTELLIGIBILITY,vibevoice/default/eng,83.8791596586276,6.0,intel,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,10,0.48960136589781,INTELLIGIBILITY,xtts/v2/eng,84.35934561208853,5.0,intel,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,11,0.198223341447589,INTELLIGIBILITY,e2-tts/default/eng,87.7636584947816,3.0,intel,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,12,0.0818880149053242,INTELLIGIBILITY,hierspeech/v1.1/eng,87.0666278633543,4.0,intel,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,13,0.029618680831655,INTELLIGIBILITY,vevo/vevo1.5/eng,82.97639213185448,8.0,intel,aggregated_results_sap__sap_readable_01.csv
recording,recording,14,0.0,INTELLIGIBILITY,recording/default/eng,89.28258889136256,1.0,intel,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,15,-0.0537024851800524,INTELLIGIBILITY,maskgct/default/eng,88.412212206602,2.0,intel,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,INTELLIGIBILITY,gpt-sovits/v4/eng,82.059080507315,11.0,intel,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,17,-0.653807459549089,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,82.8978769863587,9.0,intel,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,18,-1.07553475807921,INTELLIGIBILITY,metavoice/default/eng,65.40347258643641,16.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,1,0.962534929784353,OVERALL,indextts/default/eng,86.92941785852994,9.0,sim,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,OVERALL,qwen3-tts/1.7b-base/eng,86.44482280702039,10.0,sim,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,3,0.67182568139416,OVERALL,e2-tts/default/eng,90.60289743916418,3.0,sim,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,4,0.355839445079671,OVERALL,fish-speech/s1-mini/eng,80.33871363732644,16.0,sim,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,5,0.181825571787109,OVERALL,f5-tts/v1/eng,85.79977792617426,12.0,sim,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,6,0.140665032548458,OVERALL,maskgct/default/eng,90.84338613505116,2.0,sim,aggregated_results_sap__sap_readable_01.csv
recording,recording,7,0.0,OVERALL,recording/default/eng,93.63954863662688,1.0,sim,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,8,-0.419851736565557,OVERALL,vibevoice/default/eng,88.65773292828466,5.0,sim,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,9,-0.576927185670687,OVERALL,voicecraft/giga830m_tts_enhanced/eng,88.25326226987268,6.0,sim,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,OVERALL,gpt-sovits/v4/eng,87.29596327002925,7.0,sim,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,11,-0.754505234743026,OVERALL,hierspeech/v1.1/eng,88.85531754477626,4.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,12,-0.787962267314379,OVERALL,styletts2/default/eng,80.91448615332737,14.0,sim,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,13,-0.827690328166699,OVERALL,tortoise/default/eng,82.461723506932,13.0,sim,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,14,-0.944343404792295,OVERALL,vevo/vevo1.5/eng,87.11885723760122,8.0,sim,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,15,-1.17557209871395,OVERALL,metavoice/default/eng,80.89013904930435,15.0,sim,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,16,-1.28878163920876,OVERALL,xtts/v2/eng,86.04800873926334,11.0,sim,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,17,-1.35491983218282,OVERALL,whisperspeech/small/eng,79.79833975779454,17.0,sim,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,18,-1.53361547255085,OVERALL,openvoice/default/eng,76.81229188403728,18.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,1,2.44697819734404,OVERALL,styletts2/default/eng,80.91448615332737,14.0,intel,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,2,2.33973696175463,OVERALL,fish-speech/s1-mini/eng,80.33871363732644,16.0,intel,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,3,2.23589580650502,OVERALL,openvoice/default/eng,76.81229188403728,18.0,intel,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,OVERALL,qwen3-tts/1.7b-base/eng,86.44482280702039,10.0,intel,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,5,1.93963770677368,OVERALL,tortoise/default/eng,82.461723506932,13.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,6,1.9212030193773,OVERALL,indextts/default/eng,86.92941785852994,9.0,intel,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,7,1.46426118294162,OVERALL,f5-tts/v1/eng,85.79977792617426,12.0,intel,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,8,1.20841567669501,OVERALL,whisperspeech/small/eng,79.79833975779454,17.0,intel,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,9,0.92878102689503,OVERALL,vibevoice/default/eng,88.65773292828466,5.0,intel,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,10,0.48960136589781,OVERALL,xtts/v2/eng,86.04800873926334,11.0,intel,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,11,0.198223341447589,OVERALL,e2-tts/default/eng,90.60289743916418,3.0,intel,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,12,0.0818880149053242,OVERALL,hierspeech/v1.1/eng,88.85531754477626,4.0,intel,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,13,0.029618680831655,OVERALL,vevo/vevo1.5/eng,87.11885723760122,8.0,intel,aggregated_results_sap__sap_readable_01.csv
recording,recording,14,0.0,OVERALL,recording/default/eng,93.63954863662688,1.0,intel,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,15,-0.0537024851800524,OVERALL,maskgct/default/eng,90.84338613505116,2.0,intel,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,OVERALL,gpt-sovits/v4/eng,87.29596327002925,7.0,intel,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,17,-0.653807459549089,OVERALL,voicecraft/giga830m_tts_enhanced/eng,88.25326226987268,6.0,intel,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,18,-1.07553475807921,OVERALL,metavoice/default/eng,80.89013904930435,15.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,1,0.962534929784353,PROSODY,indextts/default/eng,82.62104943691507,10.0,sim,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,PROSODY,qwen3-tts/1.7b-base/eng,84.16566760350635,8.0,sim,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,3,0.67182568139416,PROSODY,e2-tts/default/eng,88.23271623691896,3.0,sim,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,4,0.355839445079671,PROSODY,fish-speech/s1-mini/eng,78.34474539799625,18.0,sim,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,5,0.181825571787109,PROSODY,f5-tts/v1/eng,82.92865591982739,9.0,sim,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,6,0.140665032548458,PROSODY,maskgct/default/eng,87.79493179625463,4.0,sim,aggregated_results_sap__sap_readable_01.csv
recording,recording,7,0.0,PROSODY,recording/default/eng,94.5689836494094,1.0,sim,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,8,-0.419851736565557,PROSODY,vibevoice/default/eng,86.63506384596239,6.0,sim,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,9,-0.576927185670687,PROSODY,voicecraft/giga830m_tts_enhanced/eng,87.22072072718687,5.0,sim,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,PROSODY,gpt-sovits/v4/eng,86.44567670964393,7.0,sim,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,11,-0.754505234743026,PROSODY,hierspeech/v1.1/eng,89.80799782715157,2.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,12,-0.787962267314379,PROSODY,styletts2/default/eng,80.23350807437814,15.0,sim,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,13,-0.827690328166699,PROSODY,tortoise/default/eng,78.96191000074941,17.0,sim,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,14,-0.944343404792295,PROSODY,vevo/vevo1.5/eng,81.68699036011363,11.0,sim,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,15,-1.17557209871395,PROSODY,metavoice/default/eng,80.8315682752587,13.0,sim,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,16,-1.28878163920876,PROSODY,xtts/v2/eng,81.63574491419168,12.0,sim,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,17,-1.35491983218282,PROSODY,whisperspeech/small/eng,80.17203937298423,16.0,sim,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,18,-1.53361547255085,PROSODY,openvoice/default/eng,80.32188203422761,14.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,1,2.44697819734404,PROSODY,styletts2/default/eng,80.23350807437814,15.0,intel,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,2,2.33973696175463,PROSODY,fish-speech/s1-mini/eng,78.34474539799625,18.0,intel,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,3,2.23589580650502,PROSODY,openvoice/default/eng,80.32188203422761,14.0,intel,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,PROSODY,qwen3-tts/1.7b-base/eng,84.16566760350635,8.0,intel,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,5,1.93963770677368,PROSODY,tortoise/default/eng,78.96191000074941,17.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,6,1.9212030193773,PROSODY,indextts/default/eng,82.62104943691507,10.0,intel,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,7,1.46426118294162,PROSODY,f5-tts/v1/eng,82.92865591982739,9.0,intel,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,8,1.20841567669501,PROSODY,whisperspeech/small/eng,80.17203937298423,16.0,intel,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,9,0.92878102689503,PROSODY,vibevoice/default/eng,86.63506384596239,6.0,intel,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,10,0.48960136589781,PROSODY,xtts/v2/eng,81.63574491419168,12.0,intel,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,11,0.198223341447589,PROSODY,e2-tts/default/eng,88.23271623691896,3.0,intel,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,12,0.0818880149053242,PROSODY,hierspeech/v1.1/eng,89.80799782715157,2.0,intel,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,13,0.029618680831655,PROSODY,vevo/vevo1.5/eng,81.68699036011363,11.0,intel,aggregated_results_sap__sap_readable_01.csv
recording,recording,14,0.0,PROSODY,recording/default/eng,94.5689836494094,1.0,intel,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,15,-0.0537024851800524,PROSODY,maskgct/default/eng,87.79493179625463,4.0,intel,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,PROSODY,gpt-sovits/v4/eng,86.44567670964393,7.0,intel,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,17,-0.653807459549089,PROSODY,voicecraft/giga830m_tts_enhanced/eng,87.22072072718687,5.0,intel,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,18,-1.07553475807921,PROSODY,metavoice/default/eng,80.8315682752587,13.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,1,0.962534929784353,SPEAKER,indextts/default/eng,89.81491031749482,6.0,sim,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,SPEAKER,qwen3-tts/1.7b-base/eng,88.11843236577113,9.0,sim,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,3,0.67182568139416,SPEAKER,e2-tts/default/eng,91.6734369601878,2.0,sim,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,4,0.355839445079671,SPEAKER,fish-speech/s1-mini/eng,86.08781764105106,15.0,sim,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,5,0.181825571787109,SPEAKER,f5-tts/v1/eng,88.92343519877329,8.0,sim,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,6,0.140665032548458,SPEAKER,maskgct/default/eng,90.97669589449418,3.0,sim,aggregated_results_sap__sap_readable_01.csv
recording,recording,7,0.0,SPEAKER,recording/default/eng,92.38935767894708,1.0,sim,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,8,-0.419851736565557,SPEAKER,vibevoice/default/eng,89.50504999244232,7.0,sim,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,9,-0.576927185670687,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,87.66827835578903,10.0,sim,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,SPEAKER,gpt-sovits/v4/eng,90.24495023767378,5.0,sim,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,11,-0.754505234743026,SPEAKER,hierspeech/v1.1/eng,87.11894701993282,13.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,12,-0.787962267314379,SPEAKER,styletts2/default/eng,84.77496733372827,17.0,sim,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,13,-0.827690328166699,SPEAKER,tortoise/default/eng,87.2326251942844,12.0,sim,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,14,-0.944343404792295,SPEAKER,vevo/vevo1.5/eng,90.78957491393707,4.0,sim,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,15,-1.17557209871395,SPEAKER,metavoice/default/eng,85.9352648891777,16.0,sim,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,16,-1.28878163920876,SPEAKER,xtts/v2/eng,86.57081963750883,14.0,sim,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,17,-1.35491983218282,SPEAKER,whisperspeech/small/eng,87.24905292045038,11.0,sim,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,18,-1.53361547255085,SPEAKER,openvoice/default/eng,81.84172692717779,18.0,sim,aggregated_results_sap__sap_readable_01.csv
styletts2,styletts2,1,2.44697819734404,SPEAKER,styletts2/default/eng,84.77496733372827,17.0,intel,aggregated_results_sap__sap_readable_01.csv
fish.speech,fish-speech,2,2.33973696175463,SPEAKER,fish-speech/s1-mini/eng,86.08781764105106,15.0,intel,aggregated_results_sap__sap_readable_01.csv
openvoice,openvoice,3,2.23589580650502,SPEAKER,openvoice/default/eng,81.84172692717779,18.0,intel,aggregated_results_sap__sap_readable_01.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,SPEAKER,qwen3-tts/1.7b-base/eng,88.11843236577113,9.0,intel,aggregated_results_sap__sap_readable_01.csv
tortoise,tortoise,5,1.93963770677368,SPEAKER,tortoise/default/eng,87.2326251942844,12.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,6,1.9212030193773,SPEAKER,indextts/default/eng,89.81491031749482,6.0,intel,aggregated_results_sap__sap_readable_01.csv
f5.tts,f5-tts,7,1.46426118294162,SPEAKER,f5-tts/v1/eng,88.92343519877329,8.0,intel,aggregated_results_sap__sap_readable_01.csv
whisperspeech,whisperspeech,8,1.20841567669501,SPEAKER,whisperspeech/small/eng,87.24905292045038,11.0,intel,aggregated_results_sap__sap_readable_01.csv
vibevoice,vibevoice,9,0.92878102689503,SPEAKER,vibevoice/default/eng,89.50504999244232,7.0,intel,aggregated_results_sap__sap_readable_01.csv
xtts,xtts,10,0.48960136589781,SPEAKER,xtts/v2/eng,86.57081963750883,14.0,intel,aggregated_results_sap__sap_readable_01.csv
e2.tts,e2-tts,11,0.198223341447589,SPEAKER,e2-tts/default/eng,91.6734369601878,2.0,intel,aggregated_results_sap__sap_readable_01.csv
hierspeech,hierspeech,12,0.0818880149053242,SPEAKER,hierspeech/v1.1/eng,87.11894701993282,13.0,intel,aggregated_results_sap__sap_readable_01.csv
vevo,vevo,13,0.029618680831655,SPEAKER,vevo/vevo1.5/eng,90.78957491393707,4.0,intel,aggregated_results_sap__sap_readable_01.csv
recording,recording,14,0.0,SPEAKER,recording/default/eng,92.38935767894708,1.0,intel,aggregated_results_sap__sap_readable_01.csv
maskgct,maskgct,15,-0.0537024851800524,SPEAKER,maskgct/default/eng,90.97669589449418,3.0,intel,aggregated_results_sap__sap_readable_01.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,SPEAKER,gpt-sovits/v4/eng,90.24495023767378,5.0,intel,aggregated_results_sap__sap_readable_01.csv
voicecraft,voicecraft,17,-0.653807459549089,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,87.66827835578903,10.0,intel,aggregated_results_sap__sap_readable_01.csv
metavoice,metavoice,18,-1.07553475807921,SPEAKER,metavoice/default/eng,85.9352648891777,16.0,intel,aggregated_results_sap__sap_readable_01.csv
indextts,indextts,1,0.962534929784353,GENERIC,indextts/default/eng,87.39640614283826,10.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,GENERIC,qwen3-tts/1.7b-base/eng,85.84248697498589,12.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,3,0.67182568139416,GENERIC,e2-tts/default/eng,90.95009598562602,4.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,4,0.355839445079671,GENERIC,fish-speech/s1-mini/eng,80.14088864048148,16.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,0.181825571787109,GENERIC,f5-tts/v1/eng,84.45513772263241,13.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,6,0.140665032548458,GENERIC,maskgct/default/eng,93.6383993262168,2.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,7,0.0,GENERIC,recording/default/eng,96.16710352297645,1.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,8,-0.419851736565557,GENERIC,vibevoice/default/eng,90.74486330426625,5.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-0.576927185670687,GENERIC,voicecraft/giga830m_tts_enhanced/eng,92.45433722740304,3.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,GENERIC,gpt-sovits/v4/eng,86.3195733906475,11.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
