item,canonical_model,subjective_rank,subjective_worth,benchmark_category,dataset,score_mean,objective_rank,subjective_label,objective_source
hierspeech,hierspeech,12,4.68315516859304,SPEAKER,hierspeech/v1.1/eng,63.19124180038051,14.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,13,4.37485937309078,SPEAKER,metavoice/default/eng,55.458570979063154,18.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,14,4.30172370197253,SPEAKER,vevo/vevo1.5/eng,65.51057953020356,13.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,15,4.11821068137815,SPEAKER,e2-tts/default/eng,69.41577531789125,7.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,16,3.67431458016339,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,61.07912129025428,16.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,17,3.5705299191152,SPEAKER,maskgct/default/eng,62.7566222622351,15.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,18,0.0,SPEAKER,recording/default/eng,60.54845002064921,17.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,GENERIC,qwen3-tts/1.7b-base/eng,84.78854901409846,13.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,2,0.163458700013522,GENERIC,indextts/default/eng,88.55547047695478,8.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,3,0.0,GENERIC,recording/default/eng,96.2302533237702,1.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,4,-0.831598125330395,GENERIC,e2-tts/default/eng,91.29611903147963,5.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,-1.22124076883453,GENERIC,f5-tts/v1/eng,85.95603032797403,12.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,6,-1.65097131714821,GENERIC,vibevoice/default/eng,92.60208859561004,3.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,7,-1.81283702895312,GENERIC,fish-speech/s1-mini/eng,80.09389380269681,16.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,8,-1.98895599630293,GENERIC,hierspeech/v1.1/eng,87.76837710132611,10.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-2.18098694371845,GENERIC,voicecraft/giga830m_tts_enhanced/eng,91.39144607749525,4.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,10,-2.20868955441487,GENERIC,tortoise/default/eng,83.537899682636,15.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,11,-2.48063080699836,GENERIC,maskgct/default/eng,93.17534373774764,2.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,12,-2.5395361116823,GENERIC,vevo/vevo1.5/eng,88.91462866948177,7.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,GENERIC,gpt-sovits/v4/eng,86.38384318196012,11.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,14,-2.60623944981779,GENERIC,whisperspeech/small/eng,84.12491873096927,14.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,15,-2.61233845985587,GENERIC,openvoice/default/eng,75.3337324532614,18.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,16,-2.62845214901266,GENERIC,styletts2/default/eng,77.16931908907557,17.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,17,-2.83840817953614,GENERIC,metavoice/default/eng,88.99254776112794,6.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,18,-3.99775562565176,GENERIC,xtts/v2/eng,87.91457517626702,9.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,7.35473764138706,GENERIC,styletts2/default/eng,77.16931908907557,17.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,2,6.56135052845577,GENERIC,openvoice/default/eng,75.3337324532614,18.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,3,6.03682954661918,GENERIC,fish-speech/s1-mini/eng,80.09389380269681,16.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,GENERIC,qwen3-tts/1.7b-base/eng,84.78854901409846,13.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,6.03092157928828,GENERIC,f5-tts/v1/eng,85.95603032797403,12.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,6,5.54499083672332,GENERIC,tortoise/default/eng,83.537899682636,15.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,7,5.47467214002922,GENERIC,vibevoice/default/eng,92.60208859561004,3.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,5.31707917725478,GENERIC,whisperspeech/small/eng,84.12491873096927,14.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,9,5.12435601804802,GENERIC,xtts/v2/eng,87.91457517626702,9.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,GENERIC,gpt-sovits/v4/eng,86.38384318196012,11.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,11,4.96149952680145,GENERIC,indextts/default/eng,88.55547047695478,8.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,4.68315516859304,GENERIC,hierspeech/v1.1/eng,87.76837710132611,10.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,13,4.37485937309078,GENERIC,metavoice/default/eng,88.99254776112794,6.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,14,4.30172370197253,GENERIC,vevo/vevo1.5/eng,88.91462866948177,7.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,15,4.11821068137815,GENERIC,e2-tts/default/eng,91.29611903147963,5.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,16,3.67431458016339,GENERIC,voicecraft/giga830m_tts_enhanced/eng,91.39144607749525,4.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,17,3.5705299191152,GENERIC,maskgct/default/eng,93.17534373774764,2.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,18,0.0,GENERIC,recording/default/eng,96.2302533237702,1.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,80.52404370022563,11.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,2,0.163458700013522,INTELLIGIBILITY,indextts/default/eng,83.65290096277907,5.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,3,0.0,INTELLIGIBILITY,recording/default/eng,87.31907648993509,1.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,4,-0.831598125330395,INTELLIGIBILITY,e2-tts/default/eng,84.1645321601986,3.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,-1.22124076883453,INTELLIGIBILITY,f5-tts/v1/eng,80.45936001856579,12.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,6,-1.65097131714821,INTELLIGIBILITY,vibevoice/default/eng,83.15551746516601,6.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,7,-1.81283702895312,INTELLIGIBILITY,fish-speech/s1-mini/eng,70.69811748041084,15.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,8,-1.98895599630293,INTELLIGIBILITY,hierspeech/v1.1/eng,83.87590239191739,4.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-2.18098694371845,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,80.64379024471816,10.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,10,-2.20868955441487,INTELLIGIBILITY,tortoise/default/eng,71.65750470220922,14.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,11,-2.48063080699836,INTELLIGIBILITY,maskgct/default/eng,85.6852477036158,2.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,12,-2.5395361116823,INTELLIGIBILITY,vevo/vevo1.5/eng,82.17009725181694,8.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,INTELLIGIBILITY,gpt-sovits/v4/eng,83.03912248750628,7.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,14,-2.60623944981779,INTELLIGIBILITY,whisperspeech/small/eng,61.63470726898744,17.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,15,-2.61233845985587,INTELLIGIBILITY,openvoice/default/eng,59.54256154891396,18.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,16,-2.62845214901266,INTELLIGIBILITY,styletts2/default/eng,73.65123262676597,13.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,17,-2.83840817953614,INTELLIGIBILITY,metavoice/default/eng,69.86392994194875,16.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,18,-3.99775562565176,INTELLIGIBILITY,xtts/v2/eng,81.64371494086808,9.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,7.35473764138706,INTELLIGIBILITY,styletts2/default/eng,73.65123262676597,13.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,2,6.56135052845577,INTELLIGIBILITY,openvoice/default/eng,59.54256154891396,18.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,3,6.03682954661918,INTELLIGIBILITY,fish-speech/s1-mini/eng,70.69811748041084,15.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,80.52404370022563,11.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,6.03092157928828,INTELLIGIBILITY,f5-tts/v1/eng,80.45936001856579,12.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,6,5.54499083672332,INTELLIGIBILITY,tortoise/default/eng,71.65750470220922,14.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,7,5.47467214002922,INTELLIGIBILITY,vibevoice/default/eng,83.15551746516601,6.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,5.31707917725478,INTELLIGIBILITY,whisperspeech/small/eng,61.63470726898744,17.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,9,5.12435601804802,INTELLIGIBILITY,xtts/v2/eng,81.64371494086808,9.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,INTELLIGIBILITY,gpt-sovits/v4/eng,83.03912248750628,7.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,11,4.96149952680145,INTELLIGIBILITY,indextts/default/eng,83.65290096277907,5.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,4.68315516859304,INTELLIGIBILITY,hierspeech/v1.1/eng,83.87590239191739,4.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,13,4.37485937309078,INTELLIGIBILITY,metavoice/default/eng,69.86392994194875,16.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,14,4.30172370197253,INTELLIGIBILITY,vevo/vevo1.5/eng,82.17009725181694,8.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,15,4.11821068137815,INTELLIGIBILITY,e2-tts/default/eng,84.1645321601986,3.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,16,3.67431458016339,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,80.64379024471816,10.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,17,3.5705299191152,INTELLIGIBILITY,maskgct/default/eng,85.6852477036158,2.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,18,0.0,INTELLIGIBILITY,recording/default/eng,87.31907648993509,1.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,OVERALL,qwen3-tts/1.7b-base/eng,81.1877702851672,12.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,2,0.163458700013522,OVERALL,indextts/default/eng,84.43305873571614,6.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,3,0.0,OVERALL,recording/default/eng,89.90884378142171,1.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,4,-0.831598125330395,OVERALL,e2-tts/default/eng,86.5005812842495,3.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,-1.22124076883453,OVERALL,f5-tts/v1/eng,82.46518516799486,11.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,6,-1.65097131714821,OVERALL,vibevoice/default/eng,86.03655275616114,4.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,7,-1.81283702895312,OVERALL,fish-speech/s1-mini/eng,76.04728452742853,16.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,8,-1.98895599630293,OVERALL,hierspeech/v1.1/eng,84.42928431330182,7.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-2.18098694371845,OVERALL,voicecraft/giga830m_tts_enhanced/eng,84.1299118618021,8.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,10,-2.20868955441487,OVERALL,tortoise/default/eng,77.55191639248783,14.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,11,-2.48063080699836,OVERALL,maskgct/default/eng,86.89803874529183,2.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,12,-2.5395361116823,OVERALL,vevo/vevo1.5/eng,82.85793528939948,9.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,OVERALL,gpt-sovits/v4/eng,84.57347308272416,5.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,14,-2.60623944981779,OVERALL,whisperspeech/small/eng,75.87144202047392,17.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,15,-2.61233845985587,OVERALL,openvoice/default/eng,71.64759479302047,18.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,16,-2.62845214901266,OVERALL,styletts2/default/eng,76.16693060443602,15.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,17,-2.83840817953614,OVERALL,metavoice/default/eng,79.0662458785258,13.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,18,-3.99775562565176,OVERALL,xtts/v2/eng,82.82811211617077,10.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,7.35473764138706,OVERALL,styletts2/default/eng,76.16693060443602,15.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,2,6.56135052845577,OVERALL,openvoice/default/eng,71.64759479302047,18.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,3,6.03682954661918,OVERALL,fish-speech/s1-mini/eng,76.04728452742853,16.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,OVERALL,qwen3-tts/1.7b-base/eng,81.1877702851672,12.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,6.03092157928828,OVERALL,f5-tts/v1/eng,82.46518516799486,11.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,6,5.54499083672332,OVERALL,tortoise/default/eng,77.55191639248783,14.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,7,5.47467214002922,OVERALL,vibevoice/default/eng,86.03655275616114,4.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,5.31707917725478,OVERALL,whisperspeech/small/eng,75.87144202047392,17.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,9,5.12435601804802,OVERALL,xtts/v2/eng,82.82811211617077,10.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,OVERALL,gpt-sovits/v4/eng,84.57347308272416,5.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,11,4.96149952680145,OVERALL,indextts/default/eng,84.43305873571614,6.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,4.68315516859304,OVERALL,hierspeech/v1.1/eng,84.42928431330182,7.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,13,4.37485937309078,OVERALL,metavoice/default/eng,79.0662458785258,13.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,14,4.30172370197253,OVERALL,vevo/vevo1.5/eng,82.85793528939948,9.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,15,4.11821068137815,OVERALL,e2-tts/default/eng,86.5005812842495,3.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,16,3.67431458016339,OVERALL,voicecraft/giga830m_tts_enhanced/eng,84.1299118618021,8.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,17,3.5705299191152,OVERALL,maskgct/default/eng,86.89803874529183,2.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,18,0.0,OVERALL,recording/default/eng,89.90884378142171,1.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,PROSODY,qwen3-tts/1.7b-base/eng,79.87131580721093,12.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,2,0.163458700013522,PROSODY,indextts/default/eng,81.6824899847897,9.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,3,0.0,PROSODY,recording/default/eng,90.67473903968262,1.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,4,-0.831598125330395,PROSODY,e2-tts/default/eng,85.80260024327133,3.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,-1.22124076883453,PROSODY,f5-tts/v1/eng,82.00902655409001,8.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,6,-1.65097131714821,PROSODY,vibevoice/default/eng,85.55951258276525,4.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,7,-1.81283702895312,PROSODY,fish-speech/s1-mini/eng,75.29496736434987,18.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,8,-1.98895599630293,PROSODY,hierspeech/v1.1/eng,86.03920695491655,2.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-2.18098694371845,PROSODY,voicecraft/giga830m_tts_enhanced/eng,83.93393892916484,7.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,10,-2.20868955441487,PROSODY,tortoise/default/eng,77.64418885760303,14.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,11,-2.48063080699836,PROSODY,maskgct/default/eng,84.15756181873975,6.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,12,-2.5395361116823,PROSODY,vevo/vevo1.5/eng,77.14493636772478,15.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,PROSODY,gpt-sovits/v4/eng,85.34921853345678,5.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,14,-2.60623944981779,PROSODY,whisperspeech/small/eng,78.71476891463793,13.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,15,-2.61233845985587,PROSODY,openvoice/default/eng,76.41773858360757,16.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,16,-2.62845214901266,PROSODY,styletts2/default/eng,75.96916386332106,17.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,17,-2.83840817953614,PROSODY,metavoice/default/eng,79.87740970139144,11.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,18,-3.99775562565176,PROSODY,xtts/v2/eng,81.19418987696697,10.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,7.35473764138706,PROSODY,styletts2/default/eng,75.96916386332106,17.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
openvoice,openvoice,2,6.56135052845577,PROSODY,openvoice/default/eng,76.41773858360757,16.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,3,6.03682954661918,PROSODY,fish-speech/s1-mini/eng,75.29496736434987,18.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,PROSODY,qwen3-tts/1.7b-base/eng,79.87131580721093,12.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,6.03092157928828,PROSODY,f5-tts/v1/eng,82.00902655409001,8.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
tortoise,tortoise,6,5.54499083672332,PROSODY,tortoise/default/eng,77.64418885760303,14.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,7,5.47467214002922,PROSODY,vibevoice/default/eng,85.55951258276525,4.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,5.31707917725478,PROSODY,whisperspeech/small/eng,78.71476891463793,13.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
xtts,xtts,9,5.12435601804802,PROSODY,xtts/v2/eng,81.19418987696697,10.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,PROSODY,gpt-sovits/v4/eng,85.34921853345678,5.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,11,4.96149952680145,PROSODY,indextts/default/eng,81.6824899847897,9.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,4.68315516859304,PROSODY,hierspeech/v1.1/eng,86.03920695491655,2.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
metavoice,metavoice,13,4.37485937309078,PROSODY,metavoice/default/eng,79.87740970139144,11.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
vevo,vevo,14,4.30172370197253,PROSODY,vevo/vevo1.5/eng,77.14493636772478,15.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,15,4.11821068137815,PROSODY,e2-tts/default/eng,85.80260024327133,3.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,16,3.67431458016339,PROSODY,voicecraft/giga830m_tts_enhanced/eng,83.93393892916484,7.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
maskgct,maskgct,17,3.5705299191152,PROSODY,maskgct/default/eng,84.15756181873975,6.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,18,0.0,PROSODY,recording/default/eng,90.67473903968262,1.0,intel,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,SPEAKER,qwen3-tts/1.7b-base/eng,79.56717261913379,12.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
indextts,indextts,2,0.163458700013522,SPEAKER,indextts/default/eng,83.84137351834104,4.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
recording,recording,3,0.0,SPEAKER,recording/default/eng,85.4113062722989,1.0,sim,aggregated_results_sap_very_high_wer__sap_readable_01_very_high_wer.csv
